ticket_id,created_date,created_hour,created_weekday,classroom,room_attributed,av_configuration,category,subcategory,is_display_signal,is_repeat_14d,status,resolution_hours,resolution_band,requester,assigned_technician
INC0200157,2026-02-08,10,Sunday,WIE-352,Yes,NVX early rollout (2021),Lecture Capture,Capture scheduling / setup,No,Yes,Resolved,269.42,Over a week,Staff6386122,D. Lindqvist
INC0200586,2026-02-09,10,Monday,Unattributed,No,Unattributed,Equipment Maintenance & Repair,Projector lamp / image quality,No,No,Resolved,201.45,Over a week,Staff3571080,A. Okafor
INC0200588,2026-02-09,10,Monday,WIE-251,Yes,Legacy matrix (2017),Equipment Maintenance & Repair,Projector lamp / image quality,No,No,Resolved,0.45,Under 1 hour,Faculty8026493,M. Reyes
INC0200613,2026-02-09,11,Monday,Unattributed,No,Unattributed,Setup & Configuration,Event / class AV setup,No,No,Resolved,109.18,Within a week,Faculty2596432,A. Okafor
INC0200259,2026-02-09,14,Monday,WIE-251,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,Yes,Resolved,0.22,Under 1 hour,Faculty3049138,D. Lindqvist
INC0200295,2026-02-10,14,Tuesday,WIE-251,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,Yes,Resolved,0.42,Under 1 hour,Student2307323,D. Lindqvist
INC0200154,2026-02-10,15,Tuesday,WIE-142,Yes,Legacy matrix (2017),Equipment Maintenance & Repair,Preventative maintenance,No,No,Resolved,137.12,Within a week,Faculty3153525,K. Duval
INC0200257,2026-02-13,12,Friday,WIE-105,Yes,NVX standard (2023),AV Technical Support,Audio / microphone,No,No,Resolved,868.98,Over a week,Faculty7998301,E. Marsh
INC0200587,2026-02-14,14,Saturday,WIE-251,Yes,Legacy matrix (2017),Equipment Maintenance & Repair,Projector lamp / image quality,No,Yes,Resolved,623.05,Over a week,Faculty8026493,M. Reyes
INC0200141,2026-02-17,10,Tuesday,WIE-343,Yes,Legacy matrix (2017),Lecture Capture,Recording failed / not captured,No,No,Resolved,702.1,Over a week,Staff8956333,M. Reyes
INC0200552,2026-02-18,19,Wednesday,WIE-355,Yes,Legacy matrix (2017),Consultation,AV consultation / training,No,No,Resolved,845.23,Over a week,Student2964423,K. Duval
INC0200255,2026-02-19,17,Thursday,Unattributed,No,Unattributed,AV Technical Support,Podium PC / login,No,No,Resolved,4.1,Same day (1-24h),Staff2495489,L. Ferreira
INC0200490,2026-02-20,9,Friday,Unattributed,No,Unattributed,Lecture Capture,Recording failed / not captured,No,No,Resolved,610.67,Over a week,Staff8206587,M. Reyes
INC0200292,2026-02-22,10,Sunday,WIE-246,Yes,NVX early rollout (2021),AV Technical Support,Input switching failure,Yes,No,Resolved,0.92,Under 1 hour,Staff3355529,S. Patel
INC0200387,2026-02-23,17,Monday,Unattributed,No,Unattributed,Consultation,AV consultation / training,No,No,Resolved,824.83,Over a week,Faculty9126125,E. Marsh
INC0200508,2026-02-24,9,Tuesday,WIE-355,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,16.55,Same day (1-24h),Staff6572173,A. Okafor
INC0200138,2026-02-27,17,Friday,Unattributed,No,Unattributed,Equipment Maintenance & Repair,Cabling / connectors,No,No,Resolved,4.87,Same day (1-24h),Staff4479219,A. Okafor
INC0200274,2026-02-27,18,Friday,WIE-343,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,6.05,Same day (1-24h),Staff3947604,D. Lindqvist
INC0200491,2026-02-27,19,Friday,WIE-142,Yes,Legacy matrix (2017),Lecture Capture,Recording failed / not captured,No,No,Resolved,2.13,Same day (1-24h),Faculty6586371,D. Lindqvist
INC0200509,2026-02-28,10,Saturday,Unattributed,No,Unattributed,AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,0.12,Under 1 hour,Faculty1181371,A. Okafor
INC0200142,2026-03-01,16,Sunday,WIE-343,Yes,Legacy matrix (2017),Lecture Capture,Recording failed / not captured,No,Yes,Resolved,14.73,Same day (1-24h),Faculty7261029,M. Reyes
INC0200527,2026-03-02,10,Monday,WIE-521,Yes,NVX standard (2023),Equipment Maintenance & Repair,Preventative maintenance,No,No,Resolved,4.83,Same day (1-24h),Staff1745568,M. Reyes
INC0200059,2026-03-02,16,Monday,WIE-148,Yes,NVX standard (2023),Webconferencing,Zoom/Teams AV routing,No,No,Resolved,9.33,Same day (1-24h),Student4935106,S. Patel
INC0200064,2026-03-05,14,Thursday,WIE-352,Yes,NVX early rollout (2021),AV Technical Support,Input switching failure,Yes,No,Resolved,0.53,Under 1 hour,Faculty9883552,M. Reyes
INC0200139,2026-03-06,14,Friday,WIE-142,Yes,Legacy matrix (2017),Equipment Maintenance & Repair,Cabling / connectors,No,No,Resolved,150.3,Within a week,Student1631625,M. Reyes
INC0200329,2026-03-06,19,Friday,Unattributed,No,Unattributed,Lecture Capture,Capture scheduling / setup,No,No,Resolved,187.38,Over a week,Staff9318290,M. Reyes
INC0200497,2026-03-07,11,Saturday,Unattributed,No,Unattributed,Equipment Maintenance & Repair,Projector lamp / image quality,No,No,Resolved,322.83,Over a week,Faculty9979488,A. Okafor
INC0200530,2026-03-08,18,Sunday,WIE-246,Yes,NVX early rollout (2021),AV Technical Support,Input switching failure,Yes,No,Resolved,4.22,Same day (1-24h),Student3923455,D. Lindqvist
INC0200218,2026-03-09,11,Monday,Unattributed,No,Unattributed,AV Technical Support,Podium PC / login,No,No,Resolved,1.37,Same day (1-24h),Student8687435,A. Okafor
INC0200235,2026-03-09,11,Monday,WIE-312,Yes,Legacy matrix (2017),Lecture Capture,Capture scheduling / setup,No,No,Resolved,54.0,Within a week,Student9075425,L. Ferreira
INC0200394,2026-03-10,9,Tuesday,WIE-148,Yes,NVX standard (2023),Lecture Capture,Recording failed / not captured,No,No,Resolved,201.23,Over a week,Faculty6017034,J. Whitfield
INC0200734,2026-03-10,15,Tuesday,WIE-246,Yes,NVX early rollout (2021),AV Technical Support,Control system / touch panel,No,No,Resolved,1.65,Same day (1-24h),Staff4881295,M. Reyes
INC0200398,2026-03-10,15,Tuesday,Unattributed,No,Unattributed,AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,5.45,Same day (1-24h),Staff1866032,A. Okafor
INC0200167,2026-03-11,9,Wednesday,Unattributed,No,Unattributed,AV Technical Support,Input switching failure,Yes,No,Resolved,31.22,Within a week,Student232364,A. Okafor
INC0200529,2026-03-11,9,Wednesday,WIE-251,Yes,Legacy matrix (2017),Setup & Configuration,Event / class AV setup,No,No,Resolved,1689.08,Over a week,Faculty2116561,A. Okafor
INC0200699,2026-03-11,10,Wednesday,WIE-142,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,3.1,Same day (1-24h),Staff8694395,A. Okafor
INC0200065,2026-03-11,21,Wednesday,WIE-352,Yes,NVX early rollout (2021),AV Technical Support,Input switching failure,Yes,Yes,Resolved,0.9,Under 1 hour,Faculty2517192,M. Reyes
INC0200122,2026-03-12,11,Thursday,WIE-105,Yes,NVX standard (2023),Setup & Configuration,Event / class AV setup,No,No,Resolved,707.33,Over a week,Faculty6221387,S. Patel
INC0200694,2026-03-12,16,Thursday,Unattributed,No,Unattributed,Lecture Capture,Recording failed / not captured,No,No,Resolved,153.77,Within a week,Faculty7065660,A. Okafor
INC0200270,2026-03-12,19,Thursday,WIE-251,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,0.13,Under 1 hour,Faculty9519376,M. Reyes
INC0200531,2026-03-13,9,Friday,WIE-246,Yes,NVX early rollout (2021),AV Technical Support,Input switching failure,Yes,Yes,Resolved,1.35,Same day (1-24h),Student6125096,K. Duval
INC0200168,2026-03-13,11,Friday,Unattributed,No,Unattributed,AV Technical Support,Input switching failure,Yes,No,Resolved,0.5,Under 1 hour,Faculty6370238,L. Ferreira
INC0200464,2026-03-15,14,Sunday,WIE-110,Yes,NVX standard (2023),Equipment Maintenance & Repair,Cabling / connectors,No,No,Open,,Open,Student405406,S. Patel
INC0200358,2026-03-16,9,Monday,WIE-508,Yes,NVX standard (2023),Equipment Maintenance & Repair,Projector lamp / image quality,No,No,Resolved,6.87,Same day (1-24h),Staff7529548,S. Patel
INC0200240,2026-03-16,12,Monday,WIE-343,Yes,Legacy matrix (2017),Lecture Capture,Capture scheduling / setup,No,No,Resolved,3.38,Same day (1-24h),Faculty2055614,D. Lindqvist
INC0200212,2026-03-17,18,Tuesday,WIE-352,Yes,NVX early rollout (2021),AV Technical Support,Podium PC / login,No,No,Resolved,1.82,Same day (1-24h),Faculty4943535,A. Okafor
INC0200565,2026-03-17,18,Tuesday,WIE-251,Yes,Legacy matrix (2017),AV Technical Support,Podium PC / login,No,No,Resolved,2450.2,Over a week,Staff8355354,R. Calloway
INC0200290,2026-03-18,16,Wednesday,WIE-142,Yes,Legacy matrix (2017),AV Technical Support,Audio / microphone,No,No,Resolved,22.45,Same day (1-24h),Faculty2493076,A. Okafor
INC0200271,2026-03-19,8,Thursday,WIE-251,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,Yes,Resolved,0.3,Under 1 hour,Staff4198668,D. Lindqvist
INC0200456,2026-03-19,18,Thursday,WIE-105,Yes,NVX standard (2023),Lecture Capture,Recording failed / not captured,No,No,Resolved,25.32,Within a week,Student4338460,L. Ferreira
INC0200695,2026-03-20,9,Friday,WIE-142,Yes,Legacy matrix (2017),Lecture Capture,Recording failed / not captured,No,No,Resolved,1.8,Same day (1-24h),Staff6757059,M. Reyes
INC0200700,2026-03-20,11,Friday,WIE-142,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,Yes,Resolved,802.05,Over a week,Faculty9337505,M. Reyes
INC0200321,2026-03-20,12,Friday,WIE-110,Yes,NVX standard (2023),Equipment Maintenance & Repair,Preventative maintenance,No,No,Resolved,123.48,Within a week,Staff4125365,D. Lindqvist
INC0200071,2026-03-20,20,Friday,Unattributed,No,Unattributed,Setup & Configuration,Event / class AV setup,No,No,Resolved,802.62,Over a week,Staff4664289,M. Reyes
INC0200241,2026-03-21,11,Saturday,WIE-343,Yes,Legacy matrix (2017),Lecture Capture,Capture scheduling / setup,No,Yes,Resolved,7.0,Same day (1-24h),Faculty2636386,K. Duval
INC0200054,2026-03-21,12,Saturday,WIE-105,Yes,NVX standard (2023),Lecture Capture,Recording failed / not captured,No,Yes,Resolved,77.67,Within a week,Faculty6326563,L. Ferreira
INC0200743,2026-03-21,12,Saturday,Unattributed,No,Unattributed,Equipment Maintenance & Repair,Cabling / connectors,No,No,Resolved,2.9,Same day (1-24h),Student7607574,M. Reyes
INC0200169,2026-03-22,7,Sunday,WIE-355,Yes,Legacy matrix (2017),AV Technical Support,Input switching failure,Yes,No,Resolved,3.43,Same day (1-24h),Student7348117,E. Marsh
INC0200566,2026-03-22,20,Sunday,WIE-251,Yes,Legacy matrix (2017),AV Technical Support,Podium PC / login,No,Yes,Resolved,0.28,Under 1 hour,Student6612578,D. Lindqvist
INC0200024,2026-03-24,11,Tuesday,Unattributed,No,Unattributed,AV Technical Support,Podium PC / login,No,No,Resolved,61.2,Within a week,Staff8921016,L. Ferreira
INC0200591,2026-03-24,15,Tuesday,WIE-521,Yes,NVX standard (2023),Webconferencing,Zoom/Teams AV routing,No,No,Resolved,0.77,Under 1 hour,Staff6450048,J. Whitfield
INC0200170,2026-03-24,16,Tuesday,Unattributed,No,Unattributed,AV Technical Support,Input switching failure,Yes,No,Resolved,18.97,Same day (1-24h),Staff4768513,R. Calloway
INC0200052,2026-03-24,18,Tuesday,WIE-343,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,2.22,Same day (1-24h),Staff4012266,L. Ferreira
INC0200696,2026-03-24,20,Tuesday,WIE-355,Yes,Legacy matrix (2017),Consultation,AV consultation / training,No,No,Resolved,405.65,Over a week,Faculty5546529,D. Lindqvist
INC0200291,2026-03-25,14,Wednesday,WIE-142,Yes,Legacy matrix (2017),AV Technical Support,Audio / microphone,No,Yes,Resolved,4.33,Same day (1-24h),Faculty4178003,M. Reyes
INC0200457,2026-03-25,17,Wednesday,WIE-312,Yes,Legacy matrix (2017),AV Technical Support,Podium PC / login,No,No,Resolved,30.03,Within a week,Staff7524598,S. Patel
INC0200324,2026-03-26,9,Thursday,WIE-246,Yes,NVX early rollout (2021),AV Technical Support,Audio / microphone,No,No,Resolved,0.47,Under 1 hour,Faculty2559489,D. Lindqvist
INC0200352,2026-03-28,8,Saturday,WIE-148,Yes,NVX standard (2023),AV Technical Support,Podium PC / login,No,No,Resolved,0.1,Under 1 hour,Student2960097,A. Okafor
INC0200406,2026-03-28,17,Saturday,WIE-455,Yes,NVX early rollout (2021),AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,16.95,Same day (1-24h),Student8164640,S. Patel
INC0200739,2026-03-31,18,Tuesday,WIE-142,Yes,Legacy matrix (2017),AV Technical Support,Control system / touch panel,No,No,Resolved,0.7,Under 1 hour,Faculty3373145,M. Reyes
INC0200171,2026-04-01,11,Wednesday,WIE-105,Yes,NVX standard (2023),Lecture Capture,Capture scheduling / setup,No,No,Resolved,45.2,Within a week,Staff297068,T. Nakamura
INC0200741,2026-04-01,15,Wednesday,Unattributed,No,Unattributed,AV Technical Support,Input switching failure,Yes,No,Resolved,4.85,Same day (1-24h),Faculty2082589,R. Calloway
INC0200539,2026-04-01,16,Wednesday,Unattributed,No,Unattributed,AV Technical Support,Audio / microphone,No,No,Resolved,42.67,Within a week,Faculty2010003,S. Patel
INC0200665,2026-04-02,10,Thursday,WIE-318,Yes,NVX standard (2023),AV Technical Support,Audio / microphone,No,No,Resolved,44.97,Within a week,Student1889051,M. Reyes
INC0200094,2026-04-02,10,Thursday,WIE-105,Yes,NVX standard (2023),AV Technical Support,Podium PC / login,No,No,Resolved,34.6,Within a week,Faculty6434612,R. Calloway
INC0200740,2026-04-02,10,Thursday,WIE-142,Yes,Legacy matrix (2017),AV Technical Support,Control system / touch panel,No,Yes,Resolved,0.25,Under 1 hour,Faculty1921380,R. Calloway
INC0200312,2026-04-02,14,Thursday,WIE-251,Yes,Legacy matrix (2017),Lecture Capture,Recording failed / not captured,No,No,Open,,Open,Faculty3388035,J. Whitfield
INC0200592,2026-04-03,9,Friday,Unattributed,No,Unattributed,Webconferencing,Zoom/Teams AV routing,No,No,Resolved,0.03,Under 1 hour,Student1528251,D. Lindqvist
INC0200714,2026-04-03,10,Friday,Unattributed,No,Unattributed,AV Technical Support,Audio / microphone,No,No,Resolved,2.25,Same day (1-24h),Faculty4349139,M. Reyes
INC0200598,2026-04-04,11,Saturday,WIE-251,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,5.7,Same day (1-24h),Faculty1614131,S. Patel
INC0200053,2026-04-06,8,Monday,WIE-343,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,Yes,Resolved,0.03,Under 1 hour,Student706119,R. Calloway
INC0200673,2026-04-06,15,Monday,WIE-148,Yes,NVX standard (2023),AV Technical Support,Audio / microphone,No,No,Resolved,61.17,Within a week,Student7838045,K. Duval
INC0200163,2026-04-06,15,Monday,WIE-246,Yes,NVX early rollout (2021),Equipment Maintenance & Repair,Preventative maintenance,No,No,Resolved,17.93,Same day (1-24h),Student8547064,A. Okafor
INC0200132,2026-04-06,16,Monday,WIE-404,Yes,NVX standard (2023),AV Technical Support,Audio / microphone,No,No,Resolved,13.28,Same day (1-24h),Faculty7946601,A. Okafor
INC0200722,2026-04-07,9,Tuesday,WIE-318,Yes,NVX standard (2023),Equipment Maintenance & Repair,Cabling / connectors,No,No,Resolved,803.97,Over a week,Faculty5783444,M. Reyes
INC0200639,2026-04-07,11,Tuesday,WIE-306,Yes,NVX standard (2023),AV Technical Support,Audio / microphone,No,No,Resolved,2.6,Same day (1-24h),Staff8727082,D. Lindqvist
INC0200367,2026-04-07,14,Tuesday,Unattributed,No,Unattributed,Equipment Maintenance & Repair,Preventative maintenance,No,No,Resolved,168.85,Over a week,Faculty9635371,A. Okafor
INC0200494,2026-04-07,17,Tuesday,WIE-343,Yes,Legacy matrix (2017),Webconferencing,Zoom/Teams AV routing,No,No,Open,,Open,Faculty6716245,J. Whitfield
INC0200287,2026-04-07,17,Tuesday,WIE-258,Yes,NVX early rollout (2021),Lecture Capture,Recording failed / not captured,No,No,Open,,Open,Faculty6485187,M. Reyes
INC0200322,2026-04-07,20,Tuesday,Unattributed,No,Unattributed,AV Technical Support,Podium PC / login,No,No,Resolved,2.07,Same day (1-24h),Faculty2430588,M. Reyes
INC0200115,2026-04-08,10,Wednesday,WIE-355,Yes,Legacy matrix (2017),AV Technical Support,Audio / microphone,No,No,Resolved,2.15,Same day (1-24h),Faculty4550464,M. Reyes
INC0200680,2026-04-08,10,Wednesday,Unattributed,No,Unattributed,AV Technical Support,Podium PC / login,No,No,Resolved,0.1,Under 1 hour,Student787134,M. Reyes
INC0200360,2026-04-08,10,Wednesday,WIE-105,Yes,NVX standard (2023),AV Technical Support,Audio / microphone,No,No,Resolved,0.57,Under 1 hour,Staff114124,A. Okafor
INC0200008,2026-04-08,11,Wednesday,WIE-404,Yes,NVX standard (2023),Equipment Maintenance & Repair,Projector lamp / image quality,No,No,Resolved,175.17,Over a week,Faculty4989419,D. Lindqvist
INC0200183,2026-04-08,12,Wednesday,WIE-251,Yes,Legacy matrix (2017),AV Technical Support,Control system / touch panel,No,No,Resolved,1.07,Same day (1-24h),Staff5470032,M. Reyes
INC0200344,2026-04-08,12,Wednesday,WIE-142,Yes,Legacy matrix (2017),Equipment Maintenance & Repair,Cabling / connectors,No,No,Resolved,411.4,Over a week,Faculty7521550,S. Patel
INC0200407,2026-04-08,13,Wednesday,WIE-455,Yes,NVX early rollout (2021),AV Technical Support,No display / HDMI handshake,Yes,Yes,Resolved,1.23,Same day (1-24h),Staff617442,M. Reyes
INC0200288,2026-04-09,14,Thursday,WIE-258,Yes,NVX early rollout (2021),Lecture Capture,Recording failed / not captured,No,Yes,Resolved,51.2,Within a week,Faculty8815543,A. Okafor
INC0200610,2026-04-10,16,Friday,WIE-105,Yes,NVX standard (2023),AV Technical Support,Control system / touch panel,No,No,Resolved,22.33,Same day (1-24h),Staff1854497,M. Reyes
INC0200323,2026-04-10,19,Friday,WIE-246,Yes,NVX early rollout (2021),AV Technical Support,Audio / microphone,No,No,Resolved,13.78,Same day (1-24h),Student1577170,D. Lindqvist
INC0200188,2026-04-11,12,Saturday,Unattributed,No,Unattributed,Consultation,AV consultation / training,No,No,Resolved,24.65,Within a week,Faculty4702025,T. Nakamura
INC0200715,2026-04-11,14,Saturday,WIE-412,Yes,NVX standard (2023),AV Technical Support,Audio / microphone,No,No,Resolved,28.37,Within a week,Student701551,D. Lindqvist
INC0200353,2026-04-12,9,Sunday,WIE-355,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,2.57,Same day (1-24h),Staff6377637,T. Nakamura
INC0200289,2026-04-12,9,Sunday,WIE-258,Yes,NVX early rollout (2021),Lecture Capture,Recording failed / not captured,No,Yes,Resolved,0.17,Under 1 hour,Staff5353396,A. Okafor
INC0200184,2026-04-12,12,Sunday,Unattributed,No,Unattributed,AV Technical Support,Control system / touch panel,No,No,Resolved,3.8,Same day (1-24h),Faculty9113381,D. Lindqvist
INC0200540,2026-04-12,18,Sunday,WIE-110,Yes,NVX standard (2023),AV Technical Support,Audio / microphone,No,No,Open,,Open,Staff1649398,M. Reyes
INC0200313,2026-04-13,9,Monday,WIE-251,Yes,Legacy matrix (2017),Lecture Capture,Recording failed / not captured,No,Yes,Resolved,566.7,Over a week,Student412289,M. Reyes
INC0200611,2026-04-13,9,Monday,WIE-105,Yes,NVX standard (2023),AV Technical Support,Control system / touch panel,No,Yes,Resolved,11.92,Same day (1-24h),Faculty459093,D. Lindqvist
INC0200267,2026-04-13,17,Monday,WIE-142,Yes,Legacy matrix (2017),Lecture Capture,Recording failed / not captured,No,No,Resolved,21.63,Same day (1-24h),Staff1149340,S. Patel
INC0200100,2026-04-14,8,Tuesday,WIE-251,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,Yes,Resolved,3.8,Same day (1-24h),Student8712613,D. Lindqvist
INC0200595,2026-04-14,15,Tuesday,WIE-537,Yes,NVX standard (2023),AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,1.0,Under 1 hour,Faculty1631326,A. Okafor
INC0200268,2026-04-15,8,Wednesday,WIE-142,Yes,Legacy matrix (2017),Lecture Capture,Recording failed / not captured,No,Yes,Resolved,8.05,Same day (1-24h),Student9888425,S. Patel
INC0200716,2026-04-15,10,Wednesday,WIE-355,Yes,Legacy matrix (2017),Equipment Maintenance & Repair,Preventative maintenance,No,No,Resolved,6.95,Same day (1-24h),Faculty3154094,L. Ferreira
INC0200302,2026-04-15,13,Wednesday,WIE-312,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,246.02,Over a week,Staff7154644,M. Reyes
INC0200080,2026-04-15,14,Wednesday,Unattributed,No,Unattributed,Webconferencing,Zoom/Teams AV routing,No,No,Resolved,157.83,Within a week,Faculty1579072,D. Lindqvist
INC0200111,2026-04-15,16,Wednesday,WIE-537,Yes,NVX standard (2023),Webconferencing,Zoom/Teams AV routing,No,No,Resolved,0.82,Under 1 hour,Faculty6329436,S. Patel
INC0200374,2026-04-15,19,Wednesday,WIE-343,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,Yes,Resolved,207.55,Over a week,Staff7114208,A. Okafor
INC0200704,2026-04-16,14,Thursday,Unattributed,No,Unattributed,AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,0.05,Under 1 hour,Faculty2500158,M. Reyes
INC0200705,2026-04-17,8,Friday,WIE-343,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,Yes,Resolved,0.3,Under 1 hour,Staff8298269,D. Lindqvist
INC0200599,2026-04-17,9,Friday,WIE-251,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,Yes,Resolved,4.75,Same day (1-24h),Student7256152,T. Nakamura
INC0200356,2026-04-17,11,Friday,WIE-343,Yes,Legacy matrix (2017),AV Technical Support,Audio / microphone,No,No,Resolved,6.87,Same day (1-24h),Faculty238442,M. Reyes
INC0200608,2026-04-17,12,Friday,WIE-312,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,Yes,Resolved,0.13,Under 1 hour,Staff9820020,D. Lindqvist
INC0200357,2026-04-19,9,Sunday,WIE-343,Yes,Legacy matrix (2017),AV Technical Support,Audio / microphone,No,Yes,Resolved,0.05,Under 1 hour,Faculty488157,K. Duval
INC0200116,2026-04-20,10,Monday,WIE-355,Yes,Legacy matrix (2017),AV Technical Support,Audio / microphone,No,Yes,Resolved,0.35,Under 1 hour,Student1741183,J. Whitfield
INC0200718,2026-04-20,12,Monday,WIE-251,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,Yes,Resolved,1.88,Same day (1-24h),Faculty1867640,S. Patel
INC0200018,2026-04-20,13,Monday,Unattributed,No,Unattributed,Consultation,AV consultation / training,No,No,Resolved,117.5,Within a week,Faculty9164081,T. Nakamura
INC0200252,2026-04-20,20,Monday,Unattributed,No,Unattributed,Lecture Capture,Recording failed / not captured,No,No,Resolved,32.98,Within a week,Student7963608,A. Okafor
INC0200421,2026-04-21,9,Tuesday,WIE-508,Yes,NVX standard (2023),AV Technical Support,Podium PC / login,No,No,Resolved,24.38,Within a week,Faculty3957236,M. Reyes
INC0200440,2026-04-21,11,Tuesday,WIE-312,Yes,Legacy matrix (2017),Equipment Maintenance & Repair,Projector lamp / image quality,No,No,Resolved,38.4,Within a week,Staff5243581,A. Okafor
INC0200340,2026-04-21,19,Tuesday,Unattributed,No,Unattributed,AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,0.85,Under 1 hour,Faculty3104298,A. Okafor
INC0200375,2026-04-22,9,Wednesday,WIE-343,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,Yes,Resolved,1.2,Same day (1-24h),Faculty756339,D. Lindqvist
INC0200616,2026-04-22,12,Wednesday,WIE-355,Yes,Legacy matrix (2017),Setup & Configuration,Event / class AV setup,No,No,Resolved,5.4,Same day (1-24h),Faculty5386155,A. Okafor
INC0200632,2026-04-22,13,Wednesday,WIE-343,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,Yes,Resolved,3.42,Same day (1-24h),Faculty5847379,T. Nakamura
INC0200129,2026-04-22,16,Wednesday,WIE-105,Yes,NVX standard (2023),AV Technical Support,Podium PC / login,No,No,Resolved,19.93,Same day (1-24h),Faculty9793043,D. Lindqvist
INC0200396,2026-04-23,8,Thursday,Unattributed,No,Unattributed,Lecture Capture,Recording failed / not captured,No,No,Resolved,49.43,Within a week,Faculty9253181,M. Reyes
INC0200479,2026-04-23,13,Thursday,WIE-508,Yes,NVX standard (2023),Setup & Configuration,Event / class AV setup,No,No,Resolved,640.82,Over a week,Faculty646053,K. Duval
INC0200630,2026-04-23,15,Thursday,WIE-355,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,Yes,Resolved,0.13,Under 1 hour,Faculty7911438,A. Okafor
INC0200232,2026-04-23,16,Thursday,Unattributed,No,Unattributed,Lecture Capture,Capture scheduling / setup,No,No,Resolved,23.58,Same day (1-24h),Faculty1865582,A. Okafor
INC0200354,2026-04-24,9,Friday,Unattributed,No,Unattributed,AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,2.3,Same day (1-24h),Faculty7902376,J. Whitfield
INC0200416,2026-04-24,12,Friday,Unattributed,No,Unattributed,AV Technical Support,Input switching failure,Yes,No,Resolved,0.03,Under 1 hour,Student791447,L. Ferreira
INC0200123,2026-04-24,16,Friday,WIE-258,Yes,NVX early rollout (2021),Equipment Maintenance & Repair,Cabling / connectors,No,No,Resolved,173.33,Over a week,Staff9483422,J. Whitfield
INC0200459,2026-04-25,9,Saturday,WIE-142,Yes,Legacy matrix (2017),Webconferencing,Zoom/Teams AV routing,No,No,Resolved,38.38,Within a week,Staff6568458,M. Reyes
INC0200582,2026-04-25,9,Saturday,WIE-441,Yes,NVX standard (2023),AV Technical Support,Audio / microphone,No,No,Resolved,5.25,Same day (1-24h),Faculty1836048,A. Okafor
INC0200303,2026-04-25,9,Saturday,WIE-312,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,Yes,Open,,Open,Staff103376,L. Ferreira
INC0200719,2026-04-25,11,Saturday,WIE-251,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,Yes,Resolved,0.17,Under 1 hour,Staff3351588,A. Okafor
INC0200397,2026-04-25,17,Saturday,WIE-142,Yes,Legacy matrix (2017),Lecture Capture,Recording failed / not captured,No,Yes,Open,,Open,Student7340290,A. Okafor
INC0200417,2026-04-25,18,Saturday,Unattributed,No,Unattributed,AV Technical Support,Input switching failure,Yes,No,Resolved,29.95,Within a week,Staff1579307,R. Calloway
INC0200720,2026-04-26,10,Sunday,WIE-251,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,Yes,Resolved,10.18,Same day (1-24h),Faculty5138139,M. Reyes
INC0200093,2026-04-26,15,Sunday,Unattributed,No,Unattributed,Webconferencing,Zoom/Teams AV routing,No,No,Resolved,7.72,Same day (1-24h),Student5270157,D. Lindqvist
INC0200473,2026-04-27,15,Monday,WIE-142,Yes,Legacy matrix (2017),AV Technical Support,No display / HDMI handshake,Yes,No,Resolved,148.7,Within a week,Faculty6169092,A. Okafor
